Agent0_x,Agent0_y,Agent0_z,Agent1_x,Agent1_y,Agent1_z,Agent2_x,Agent2_y,Agent2_z,Agent3_x,Agent3_y,Agent3_z
17.292989895541595,33.044131440382,25.0,53.8160040089729,25.068361698809845,25.0,26.559937834310865,-1.0980459292615983,25.0,25.06963987294408,54.18465786679904,25.0
17.104862636415216,32.9762481996403,25.0,53.934403608075606,25.06152552892886,25.0,26.485694320538077,-1.2837551122942896,25.0,25.06267588564967,54.26619208011914,25.0
16.916735377288838,32.9083649588986,25.0,54.040963247268046,25.055372976035976,25.0,26.411450806765288,-1.469464295326981,25.0,25.056408297084705,54.339572872107226,25.0
16.72860811816246,32.8404817181569,25.0,54.136866922541245,25.049835678432377,25.0,26.3372072929925,-1.6551734783596723,25.0,25.050767467376236,54.4056155848965,25.0
16.54048085903608,32.7725984774152,25.0,54.22318023028712,25.04485211058914,25.0,26.26296377921971,-1.8408826613923637,25.0,25.045690720638614,54.465054026406854,25.0
16.3523535999097,32.7047152366735,25.0,54.300862207258405,25.040366899530227,25.0,26.18872026544692,-2.026591844425055,25.0,25.04112164857475,54.518548623766165,25.0
16.164226340783323,32.6368319959318,25.0,54.370775986532564,25.036330209577205,25.0,26.114476751674133,-2.2123010274577464,25.0,25.04112164857475,54.518548623766165,25.0
15.976099081656944,32.5689487551901,25.0,54.43369838787931,25.032697188619483,25.0,26.040233237901344,-2.3980102104904377,25.0,25.04112164857475,54.518548623766165,25.0
15.787971822530565,32.5010655144484,25.0,54.49032854909138,25.029427469757536,25.0,25.965989724128555,-2.583719393523129,25.0,25.04112164857475,54.518548623766165,25.0
15.599844563404186,32.4331822737067,25.0,54.54129569418224,25.02648472278178,25.0,25.891746210355766,-2.7694285765558204,25.0,25.04112164857475,54.518548623766165,25.0
15.411717304277808,32.365299032965,25.0,54.54129569418224,25.02648472278178,25.0,25.817502696582977,-2.9551377595885118,25.0,25.04112164857475,54.518548623766165,25.0
15.223590045151429,32.2974157922233,25.0,54.54129569418224,25.02648472278178,25.0,25.74325918281019,-3.140846942621203,25.0,25.04112164857475,54.518548623766165,25.0
15.03546278602505,32.2295325514816,25.0,54.54129569418224,25.02648472278178,25.0,25.6690156690374,-3.3265561256538945,25.0,25.04112164857475,54.518548623766165,25.0
14.847335526898672,32.1616493107399,25.0,54.54129569418224,25.02648472278178,25.0,25.60211410213366,-3.493900513088505,25.0,25.04112164857475,54.518548623766165,25.0
