Agent0_x,Agent0_y,Agent0_z,Agent1_x,Agent1_y,Agent1_z,Agent2_x,Agent2_y,Agent2_z,Agent3_x,Agent3_y,Agent3_z,Agent4_x,Agent4_y,Agent4_z,Agent5_x,Agent5_y,Agent5_z,Agent6_x,Agent6_y,Agent6_z,Agent7_x,Agent7_y,Agent7_z,Agent8_x,Agent8_y,Agent8_z,Agent9_x,Agent9_y,Agent9_z,Agent10_x,Agent10_y,Agent10_z,Agent11_x,Agent11_y,Agent11_z,Agent12_x,Agent12_y,Agent12_z,Agent13_x,Agent13_y,Agent13_z,Agent14_x,Agent14_y,Agent14_z,Agent15_x,Agent15_y,Agent15_z,Agent16_x,Agent16_y,Agent16_z,Agent17_x,Agent17_y,Agent17_z,Agent18_x,Agent18_y,Agent18_z,Agent19_x,Agent19_y,Agent19_z,Agent20_x,Agent20_y,Agent20_z,Agent21_x,Agent21_y,Agent21_z,Agent22_x,Agent22_y,Agent22_z,Agent23_x,Agent23_y,Agent23_z,Agent24_x,Agent24_y,Agent24_z,Agent25_x,Agent25_y,Agent25_z,Agent26_x,Agent26_y,Agent26_z,Agent27_x,Agent27_y,Agent27_z,Agent28_x,Agent28_y,Agent28_z,Agent29_x,Agent29_y,Agent29_z,Agent30_x,Agent30_y,Agent30_z,Agent31_x,Agent31_y,Agent31_z
33.62790082999339,7.725272040970628,29.533906900230637,22.452530292091524,25.639690034160335,5.342733838908139,33.24575704733524,14.124222022833887,39.38980354017756,5.278084939542516,23.08075753230578,25.81534284859622,41.30354726997575,34.5962347217444,30.953947748434985,8.357501683082381,33.316679801434866,31.869965205205883,18.218480789169593,6.442582409147457,26.787883327248267,10.070524511257792,12.84482294621329,20.23741004298297,8.284205584533689,29.47820289205825,15.313148533198342,25.004027672842888,44.84005279935891,25.000173484926634,11.905925331988326,39.714116729290815,22.683091098715224,40.15648851472764,24.360309965839665,37.77413679054862,37.308877150415924,38.43486845438299,17.172274213054425,44.1155456767814,28.198762089691506,20.79726145503265,30.680060793537667,30.757662593732608,43.10808870929546,28.80954774118174,15.403765278255598,8.066527426924948,19.828461642957063,43.557417590852545,29.737163773857503,25.852703103241108,42.27472795902938,15.290732163037083,38.24121637194539,11.565131545617001,18.880201254046884,32.1344293255494,40.993601514916136,34.30677589559035,43.37636597281818,17.96284691151732,27.47274130238384,19.867044780998746,10.28588327070919,37.26685081787683,10.220595991424322,16.68332019856513,35.28291735358417,38.87344513217302,21.801237910308494,11.194399036512207,25.00203239462452,5.1599472006410885,24.99651838864327,12.840789863429498,19.242337406267392,10.428810063117067,17.355965074576535,35.875777977166116,10.281722747974493,32.85874286987939,32.037153088482675,8.205791581006727,13.647837221713345,26.919242467694225,41.14766601920971,21.03038862655011,9.006398485083858,13.965583616893095,24.107339352633737,20.52179710794175,44.29911996047115,20.931518991585033,37.155177053786716,40.133372517446354
33.557501486080085,7.8692419552753385,29.49607885287555,22.473641657418792,25.634253003624128,5.507402476078005,33.17708903786016,14.215390293382871,39.269892124599416,5.443457531957843,23.09682722336195,25.80823851232496,41.167506219500964,34.51572295684648,30.904167753212924,8.496684260363,33.24681855582441,31.812762462034105,18.27090684980023,6.595034131250277,26.77446065183737,10.195507514343221,12.946759884745308,20.277635744339403,8.424198361580398,29.440645082958255,15.394603052984985,25.00842715777778,44.679550441011834,25.00046309948897,12.017184684465235,39.59002902380421,22.701226104282913,40.0293991097753,24.365746996375872,37.66732043898098,37.20468121505864,38.3221582420205,17.24172356401859,43.955071897033164,28.171998061828422,20.832255105805103,30.632727796300816,30.70933196467062,42.956340774026465,28.777842902515946,15.484277043153515,8.207878120392532,19.868105809006884,43.40496586874973,29.700326290954248,25.84644667127537,42.130758044724665,15.370405783823271,38.126447557381375,11.677841757979497,18.930282433125377,32.073236028274124,40.85880784505746,34.22832602731674,43.2213352208729,18.021836531712303,27.452067152303687,19.91196419569873,10.40997097619579,37.163459483019736,10.343985950456851,16.75318144417558,35.196784539542115,38.7572207534338,21.828001938171578,11.310451969985486,25.004168199494057,5.320449558988162,24.99266122882725,12.942829669742375,19.29066803532938,10.55069413268096,17.419687546515807,35.78460970661713,10.404333879937186,32.79228597335763,31.978163468287693,8.347373484634804,13.743252609259107,26.903172776638055,41.01240896861525,21.063279280233207,9.141192154942532,14.05948359753135,24.11453913802041,20.559354917041745,44.13731458506815,20.965279594938902,37.053240115254695,40.00649036830372
33.48812009403677,8.012253501553925,29.45846163783345,22.49448185285932,25.628838900724855,5.670278503073787,33.109088602059586,14.305732716994099,39.15120798112358,5.607104121953776,23.112724722607172,25.801182765757037,41.032545016323326,34.435941333686635,30.854787876179888,8.635144727036622,33.17761537706463,31.755819342539347,18.322951572603927,6.746757524520186,26.76124553040671,10.318530119283812,13.047519973418156,20.31716124416315,8.562685307717219,29.403446269016552,15.475208047360205,25.01291787120637,44.51978093767502,25.00076516929289,12.127153054897695,39.46775850161442,22.71826149058377,39.90367085863737,24.371161099275145,37.56170168694457,37.10171581726107,38.21079512373708,17.311041800750438,43.796317736837814,28.145386310772672,20.86691688069706,30.585856980071465,30.66147627894675,42.80610173506728,28.74638553582939,15.564058666313361,8.348104126183548,19.907369153923124,43.253242475479816,29.66369730854784,25.840563449357024,41.98774649844608,15.449109151789646,38.01245454768203,11.789204876262922,18.97939948542812,32.012953477903636,40.72567496289003,34.15169928620641,43.06654782794527,18.080204709418457,27.431376374056892,19.957110317986174,10.532241498385586,37.06174874354549,10.46676698835106,16.82238462293536,35.11111869790793,38.64220555959051,21.854613689227328,11.42523797611507,25.006342867736475,5.480219062324972,24.988720598002168,13.043850267639836,19.33852372105325,10.671373381277496,17.482738775854973,35.69426728300591,10.525719742625071,32.72597468097562,31.91979529058154,8.488759685575415,13.837693639451143,26.88727527739283,40.878577426020854,21.095129018827883,9.274325037109959,14.151631508434477,24.12163907193904,20.596553730983448,43.977235260023086,20.99856889937122,36.952480026581846,39.88163585828067
33.41973620654939,8.154294969531389,29.421050962046518,22.5150835037266,25.62344101636785,5.831463792374305,33.04174765239908,14.39524148751235,39.03373646837944,5.769069089906274,23.128504502721828,25.794219768176358,40.898768503201055,34.35692612611741,30.80583361535777,8.773085386395623,33.109121473666804,31.6989923003926,18.37460324051625,6.897673504991105,26.748251668309134,10.440016884614746,13.147315023209453,20.356135578395715,8.699700978962456,29.36659682912471,15.554977429987938,25.01749905377755,44.360782869046695,25.00109081952659,12.236010509011054,39.34682446833879,22.7346236693234,39.77923571862754,24.37655898363215,37.45719799592802,37.00015591945306,38.10072473307615,17.37980756270832,43.63921677013833,28.118841299074848,20.901329819791524,30.539481913989874,30.61408921436126,42.65746496285605,28.715210896969,15.643073873882587,8.487103467936368,19.94623381273356,43.102326495008896,29.62727926980487,25.835045989813604,41.845705030468615,15.526861787570752,37.89968638683816,11.899275266923853,19.027633133023066,31.953186458615566,40.59358528017019,34.076238619703936,42.91358742679417,18.137830227457254,27.41103152730609,20.00222186782468,10.653175531661216,36.96133652177783,10.589169259047512,16.89087852633319,35.025827301202895,38.52829377767321,21.881158700925152,11.538768016436812,25.008546630970454,5.639217130953303,24.98469111795708,13.143791276188209,19.38591078563874,10.79076907474162,17.545126703801568,35.604758512487656,10.645895057287047,32.660360522390974,31.862169772542742,8.628422061693135,13.931147171307968,26.871495497278175,40.74611017888917,21.12627675931249,9.406414719829803,14.24271513509856,24.128646140430742,20.63340317087529,43.81884539430326,21.03149116401351,36.85268497679055,39.75837127549117
33.35234070454135,8.295034813128034,29.384049413042764,22.535470771392475,25.618060292132398,5.991011442016999,32.97505404911075,14.483918032692984,38.9174462945421,5.929461433648091,23.14420716287312,25.787403273452647,40.76621754727627,34.27869661255054,30.75731267549527,8.910339931429048,33.04136762929507,31.64237712479908,18.425843410140356,7.0476769023297265,26.73547719807712,10.560081779651837,13.246194927808046,20.39460987445247,8.835273708830183,29.330095963241266,15.633930340541408,25.022144562626277,44.202625763549506,25.001426859936572,12.343602454939365,39.22724424669572,22.7504318465149,39.6560620949374,24.381939707867602,37.35376032572791,36.89998431834944,37.99178475332083,17.447854770900022,43.483715945997396,28.09240694027058,20.93547818279345,30.493613739775057,30.567157641905826,42.51044982371717,28.684334607755744,15.721303387449458,8.62483760417766,19.984691381330407,42.95232309767027,29.59108869796033,25.829718958875436,41.70496518687197,15.603561794487161,37.78827346417958,12.008215246679173,19.075087667843466,31.894042055543153,40.462681204726294,34.00199524796894,42.762928628559806,18.194726195096106,27.39119087596317,20.04711496870926,10.772755753304283,36.86228837799045,10.711022246556803,16.958632370704926,34.94099842831826,38.41546995531927,21.90759305972942,11.651095226469225,25.010776444825645,5.797374236450494,24.980601911947115,13.242642431712294,19.432842358094174,10.908861367434154,17.606871085108114,35.516081967307024,10.764886958808834,32.59556706517835,31.80527380490389,8.765875809672487,14.023626941142611,26.855792837126884,40.61488647408458,21.15673733471181,9.537318795273695,14.332616703537127,24.135559568434285,20.669904036758734,43.6621108043689,21.06406502312598,36.75380507219196,39.63657310563689
33.28584104442787,8.434484821451012,29.347452955815694,22.555665440294966,25.612700741727046,6.148959996564659,32.90901365242742,14.571762003058044,38.80234718605454,6.088346612552921,23.159854775138765,25.780769416262924,40.63496949739497,34.201306854725516,30.709299793329926,9.046721580790637,32.974409439383145,31.586080595743724,18.476663970298866,7.19669802020414,26.722916140218853,10.6788133680519,13.344202675701462,20.432631770006644,8.96943717028781,29.293944858069874,15.71209702500401,25.02684818182545,44.04535817830002,25.00177849616321,12.449935523578011,39.10895395187103,22.765795526540668,39.53412934854271,24.387299258272954,37.251349506512234,36.80096953629507,37.88378904483529,17.515151872572268,43.32978591987959,28.066131575364608,20.96933921253691,30.448249135981364,30.520667088873058,42.36503299446349,28.653735638280693,15.79869314527448,8.761201054260635,20.02274250239453,42.80330197979586,29.555135649478917,25.82453569943212,41.565515178549,15.679289195725579,37.678117127725834,12.116210955164712,19.12197485690239,31.83563329393095,40.33310062558129,33.92893823855067,42.614202386065024,18.251044738501708,27.371802340154087,20.091701099791536,10.891046048128974,36.76453951065605,10.832135116955335,17.025590560616845,34.85673143543198,38.30373736356199,21.933868424635392,11.76225659662594,25.013024568889694,5.95464182169998,24.976455392949287,13.340421555610131,19.479332911126942,11.025665667172317,17.667966908036398,35.42823799694197,10.882685257563272,32.53143852048256,31.74895526149829,8.901459511800123,14.115137958004137,26.84014522486124,40.484831708966944,21.186597891461354,9.666899374418698,14.421257874608022,24.14237212684954,20.706055141930126,43.50698680881049,21.096298305945847,36.65579732429855,39.51614109118812
33.22016816500991,8.572664063924945,29.31125016557134,22.575677923611128,25.607366875704017,6.305323444940534,32.843659870221316,14.658760766395753,38.688454405522016,6.245766638307659,23.17546126183464,25.774344453272743,40.505047959599885,34.12475468241797,30.661803456199284,9.181663489934483,32.908370828324145,31.53039948504441,18.527058371994773,7.344674852967449,26.710557242340006,10.796271666412904,13.441369364332086,20.470239271301836,9.102219487299115,29.258143870997706,15.789507762311183,25.03160115571317,43.889045847303876,25.00215016848529,12.555038168779445,38.991919322243376,22.780780716595064,39.413431344822314,24.392633124295983,37.14994921373956,36.703014945248434,37.77671773139064,17.58171492468953,43.17736200031945,28.04006396192321,21.002911869854035,30.403379144065706,30.474603379668924,42.221177234130025,28.623419616654292,15.875245317582024,8.896169372234203,20.060393098673288,42.655325147032556,29.519431718617984,25.819468470283024,41.42733593607507,15.754108259481239,37.56915161143998,12.223282268609358,19.16836729243703,31.77794091367207,40.204821563217415,33.85696338530667,42.46730280194825,18.306817874194824,27.352818447500354,20.13594012955885,11.008080677756627,36.66803028729086,10.951951676547807,17.091629171675844,34.773342605367525,38.19306188888762,21.95993603807679,11.872307102662997,25.01528253293209,6.110954152696122,24.972256524116425,13.437155127142729,19.525396620331076,11.141209650547392,17.728419403035915,35.341239233604256,10.999253598695871,32.467957545310846,31.693182125805173,9.035287916054292,14.205680858209337,26.824538738165362,40.355896345778724,21.215935663562917,9.795178436782567,14.508711207120554,24.14907355774895,20.741856129002294,43.35343337581327,21.12819150363858,36.558630635667924,39.39700419535621
33.15527043227418,8.709590304063797,29.275424510544426,22.595513363013257,25.602060317230926,6.460105817687989,32.77904632912137,14.744893641864442,38.575784652206735,6.401692036634003,23.191026593429143,25.768128690226114,40.37644260416899,34.04901787614803,30.61480440138076,9.31476704007251,32.843279267821174,31.47555990906005,18.57702212013573,7.491555265166557,26.698387700012077,10.912499519454226,13.537719443780613,20.507463314182512,9.233639223221124,29.22269074808098,15.866189040158527,25.036393581626392,43.733758838368196,25.002543374699776,12.65896459618163,38.876112883420795,22.795427679636333,39.293967474387976,24.397939682769074,37.0495529427408,36.60607909333585,37.6706124562068,17.647574925697953,43.026409100246326,28.014234127919188,21.036191237332122,30.358992476231,30.428954065432958,42.07884448536521,28.593397158568077,15.950982123851968,9.029761664713229,20.09765150920095,42.508444734833446,29.483987611438984,25.814503251118442,41.29040969593622,15.828071357516633,37.461328422956036,12.329387543793201,19.214283075605824,31.7209417597601,40.07782143922308,33.78599291857499,42.32214041355849,18.362067907372253,27.334186042210128,20.179827508206706,11.12388711657921,36.572693338344855,11.0700661446878,17.15672073217882,34.69104493486892,38.083428691052546,21.985765872080812,11.981278916783364,25.01754372138156,6.266241161631804,24.968012824780136,13.532869052507353,19.571045934567042,11.25552339488162,17.78824352721193,35.25510635813556,11.114537843812768,32.405120465654285,31.637932092627743,9.167465020539726,14.29523944378667,26.80897340657086,40.228105010771735,21.24480354207352,9.922178560776906,14.595038238142648,24.155651621382013,20.77730925191902,43.20142056569204,21.159741767272894,36.4622805562194,39.27910964902101
33.09111150005515,8.84527491599974,29.239957614554463,22.615174303472774,25.596777941150826,6.6133067051762024,32.715178533753836,14.830170574274119,38.46431654745736,6.5560538539038005,23.206541795602924,25.762104390809736,40.249143288788524,33.97407921150373,30.568287210631105,9.446177026990616,32.7790026364596,31.421524665118934,18.626552185307535,7.637296762084735,26.686394513857906,11.027527905492203,13.633268921884063,20.544326590990792,9.363636289789236,29.187564335023602,15.942131955793537,25.041217144646396,43.579561510639664,25.00295905697708,12.761784824421587,38.76150964959271,22.809757573720987,39.175739458207815,24.403222058849174,36.95015877441573,36.51014939581095,37.56552186231911,17.71275371702776,42.87691808370863,27.98865917882643,21.069165874039903,30.315077049951142,30.383708895902668,41.93799996966291,28.56367574737588,16.025920788496265,9.161994801438937,20.134527029682417,42.36270323791527,29.448812906617583,25.809635841260988,41.154725084000276,15.901219000102898,37.35462238455273,12.434478137680891,19.25972097910835,31.664612424014436,39.952076417439685,33.715962564985276,42.17864661960874,18.41680994795153,27.315859403977864,20.22338330784492,11.238490350407297,36.47845832618021,11.186588124570354,17.220997363540388,34.60973675290768,37.974842452264966,22.01134082117357,12.089185911169505,25.01980284473135,6.420438489360337,24.963730779281303,13.627586050156605,19.616291104097332,11.368635872641889,17.84746023983379,35.16982942572589,11.22854492520593,32.34292863592897,31.583190052048465,9.298073254914163,14.383791340502889,26.79345820439708,40.10152529516827,21.273242929029472,10.0479235825603,14.680293418390054,24.162081308092638,20.812435664976398,43.051003735249886,21.1909467639509,36.36673107811595,39.162419122610885
33.02766337475566,8.979727185046993,29.204832161557313,22.634662567547064,25.59151535891304,6.764930099717998,32.65205787527126,14.914601974503793,38.35402612582657,6.708806178894807,23.221994800199877,25.756257430018966,40.12314158118243,33.89992669010737,30.52224097393643,9.575979691160892,32.715473493457566,31.36826970724242,18.675647085115443,7.781866583767719,26.674565607353674,11.141379854661556,13.728025357955305,20.580843963647943,9.492220345309486,29.152754793723894,16.017350376227938,25.04606484325576,43.426510780286335,25.003397754018145,12.863549617976528,38.64806329534533,22.823796822676208,39.05874492394774,24.40848464108696,36.85176301656878,36.41522099104104,37.46147799568697,17.777267109826024,42.72888666190071,27.96334992530407,21.101824289349157,30.27162397310224,30.338864888313985,41.79861338398236,28.534259999291265,16.100073309892622,9.292881775573173,20.17102901627227,42.218133416232284,29.41391538247577,25.80486566570823,41.020272814953024,15.9735840985791,37.249017567693755,12.538522004313027,19.304676540929847,31.608931740818893,39.82756531532532,33.64682044270597,42.03676562874143,18.471056048928975,27.297802569788335,20.266612758025445,11.35193670465468,36.385268260424276,11.30158448401795,17.28452650654242,34.52935852527152,37.86731159972944,22.03665007469593,12.196036225562906,25.022055663180723,6.573489219713666,24.9594159854351,13.721326799598472,19.661135111686015,11.480570952261266,17.906090451272824,35.08539802549621,11.34128663415778,32.28138213152446,31.52894395107102,9.427178996947678,14.471323598758417,26.778005199800127,39.9762034554701,21.301286016473366,10.17243468467466,14.76452261048533,24.168356177539977,20.847245206276106,42.902167260822075,21.221806448476112,36.271974642044704,39.04690520697105
