Agent0_x,Agent0_y,Agent0_z,Agent1_x,Agent1_y,Agent1_z
54.8,25.0,0,-4.8,25.0,0
54.599999999999994,25.0,0,-4.6,25.0,0
54.39999999999999,25.0,0,-4.3999999999999995,25.0,0
54.19999999999999,25.0,0,-4.199999999999999,25.0,0
53.999999999999986,25.0,0,-3.999999999999999,25.0,0
53.79999999999998,25.0,0,-3.799999999999999,25.0,0
53.59999999999998,25.0,0,-3.5999999999999988,25.0,0
53.39999999999998,25.0,0,-3.3999999999999986,25.0,0
53.199999999999974,25.0,0,-3.1999999999999984,25.0,0
52.99999999999997,25.0,0,-2.9999999999999982,25.0,0
52.79999999999997,25.0,0,-2.799999999999998,25.0,0
52.599999999999966,25.0,0,-2.599999999999998,25.0,0
52.39999999999996,25.0,0,-2.3999999999999977,25.0,0
52.19999999999996,25.0,0,-2.1999999999999975,25.0,0
51.99999999999996,25.0,0,-1.9999999999999976,25.0,0
51.799999999999955,25.0,0,-1.7999999999999976,25.0,0
51.59999999999995,25.0,0,-1.5999999999999976,25.0,0
51.39999999999995,25.0,0,-1.3999999999999977,25.0,0
51.199999999999946,25.0,0,-1.1999999999999977,25.0,0
50.99999999999994,25.0,0,-0.9999999999999978,25.0,0
50.79999999999994,25.0,0,-0.7999999999999978,25.0,0
50.59999999999994,25.0,0,-0.5999999999999979,25.0,0
50.399999999999935,25.0,0,-0.39999999999999786,25.0,0
50.19999999999993,25.0,0,-0.19999999999999785,25.0,0
49.99999999999993,25.0,0,2.1649348980190553e-15,25.0,0
49.799999999999926,25.0,0,0.20000000000000218,25.0,0
49.59999999999992,25.0,0,0.4000000000000022,25.0,0
49.39999999999992,25.0,0,0.6000000000000022,25.0,0
49.19999999999992,25.0,0,0.8000000000000023,25.0,0
48.999999999999915,25.0,0,1.0000000000000022,25.0,0
48.79999999999991,25.0,0,1.2000000000000022,25.0,0
48.59999999999991,25.0,0,1.4000000000000021,25.0,0
48.399999999999906,25.0,0,1.600000000000002,25.0,0
48.1999999999999,25.0,0,1.800000000000002,25.0,0
47.9999999999999,25.0,0,2.000000000000002,25.0,0
47.7999999999999,25.0,0,2.2000000000000024,25.0,0
47.599999999999895,25.0,0,2.4000000000000026,25.0,0
47.39999999999989,25.0,0,2.6000000000000028,25.0,0
47.19999999999989,25.0,0,2.800000000000003,25.0,0
46.999999999999886,25.0,0,3.000000000000003,25.0,0
46.79999999999988,25.0,0,3.2000000000000033,25.0,0
46.59999999999988,25.0,0,3.4000000000000035,25.0,0
46.39999999999988,25.0,0,3.6000000000000036,25.0,0
46.199999999999875,25.0,0,3.800000000000004,25.0,0
45.99999999999987,25.0,0,4.0000000000000036,25.0,0
45.79999999999987,25.0,0,4.200000000000004,25.0,0
45.599999999999866,25.0,0,4.400000000000004,25.0,0
45.399999999999864,25.0,0,4.600000000000004,25.0,0
45.19999999999986,25.0,0,4.800000000000004,25.0,0
44.99999999999986,25.0,0,5.000000000000004,25.0,0
44.799999999999855,25.0,0,5.200000000000005,25.0,0
44.59999999999985,25.0,0,5.400000000000005,25.0,0
44.39999999999985,25.0,0,5.600000000000005,25.0,0
44.19999999999985,25.0,0,5.800000000000005,25.0,0
43.999999999999844,25.0,0,6.000000000000005,25.0,0
43.79999999999984,25.0,0,6.2000000000000055,25.0,0
43.59999999999984,25.0,0,6.400000000000006,25.0,0
43.399999999999835,25.0,0,6.600000000000006,25.0,0
43.19999999999983,25.0,0,6.800000000000006,25.0,0
42.99999999999983,25.0,0,7.000000000000006,25.0,0
42.79999999999983,25.0,0,7.200000000000006,25.0,0
42.599999999999824,25.0,0,7.400000000000007,25.0,0
42.39999999999982,25.0,0,7.600000000000007,25.0,0
42.19999999999982,25.0,0,7.800000000000007,25.0,0
41.999999999999815,25.0,0,8.000000000000007,25.0,0
41.79999999999981,25.0,0,8.200000000000006,25.0,0
41.59999999999981,25.0,0,8.400000000000006,25.0,0
41.39999999999981,25.0,0,8.600000000000005,25.0,0
41.199999999999804,25.0,0,8.800000000000004,25.0,0
40.9999999999998,25.0,0,9.000000000000004,25.0,0
40.7999999999998,25.0,0,9.200000000000003,25.0,0
40.599999999999795,25.0,0,9.400000000000002,25.0,0
40.39999999999979,25.0,0,9.600000000000001,25.0,0
40.19999999999979,25.0,0,9.8,25.0,0
39.99999999999979,25.0,0,10.0,25.0,0
39.799999999999784,25.0,0,10.2,25.0,0
39.59999999999978,25.0,0,10.399999999999999,25.0,0
39.39999999999978,25.0,0,10.599999999999998,25.0,0
39.199999999999775,25.0,0,10.799999999999997,25.0,0
38.99999999999977,25.0,0,10.999999999999996,25.0,0
38.79999999999977,25.0,0,11.199999999999996,25.0,0
38.59999999999977,25.0,0,11.399999999999995,25.0,0
38.399999999999764,25.0,0,11.599999999999994,25.0,0
38.19999999999976,25.0,0,11.799999999999994,25.0,0
37.99999999999976,25.0,0,11.999999999999993,25.0,0
37.799999999999756,25.0,0,12.199999999999992,25.0,0
37.59999999999975,25.0,0,12.399999999999991,25.0,0
37.39999999999975,25.0,0,12.59999999999999,25.0,0
37.19999999999975,25.0,0,12.79999999999999,25.0,0
36.999999999999744,25.0,0,12.99999999999999,25.0,0
36.79999999999974,25.0,0,13.199999999999989,25.0,0
36.59999999999974,25.0,0,13.399999999999988,25.0,0
36.399999999999736,25.0,0,13.599999999999987,25.0,0
36.19999999999973,25.0,0,13.799999999999986,25.0,0
35.99999999999973,25.0,0,13.999999999999986,25.0,0
35.79999999999973,25.0,0,14.199999999999985,25.0,0
35.599999999999724,25.0,0,14.399999999999984,25.0,0
35.39999999999972,25.0,0,14.599999999999984,25.0,0
35.19999999999972,25.0,0,14.799999999999983,25.0,0
34.999999999999716,25.0,0,14.999999999999982,25.0,0
34.79999999999971,25.0,0,15.199999999999982,25.0,0
34.59999999999971,25.0,0,15.39999999999998,25.0,0
34.39999999999971,25.0,0,15.59999999999998,25.0,0
34.199999999999704,25.0,0,15.79999999999998,25.0,0
33.9999999999997,25.0,0,15.999999999999979,25.0,0
33.7999999999997,25.0,0,16.199999999999978,25.0,0
33.599999999999696,25.0,0,16.399999999999977,25.0,0
33.39999999999969,25.0,0,16.599999999999977,25.0,0
33.19999999999969,25.0,0,16.799999999999976,25.0,0
32.99999999999969,25.0,0,16.999999999999975,25.0,0
32.799999999999685,25.0,0,17.199999999999974,25.0,0
32.59999999999968,25.0,0,17.399999999999974,25.0,0
32.39999999999968,25.0,0,17.599999999999973,25.0,0
32.199999999999676,25.0,0,17.799999999999972,25.0,0
31.999999999999677,25.0,0,17.99999999999997,25.0,0
31.799999999999677,25.0,0,18.19999999999997,25.0,0
31.599999999999678,25.0,0,18.39999999999997,25.0,0
31.39999999999968,25.0,0,18.59999999999997,25.0,0
31.19999999999968,25.0,0,18.79999999999997,25.0,0
30.99999999999968,25.0,0,18.999999999999968,25.0,0
30.79999999999968,25.0,0,19.199999999999967,25.0,0
30.59999999999968,25.0,0,19.399999999999967,25.0,0
30.399999999999682,25.0,0,19.599999999999966,25.0,0
30.199999999999683,25.0,0,19.799999999999965,25.0,0
29.999999999999684,25.0,0,19.999999999999964,25.0,0
29.799999999999685,25.0,0,20.199999999999964,25.0,0
29.599999999999685,25.0,0,20.399999999999963,25.0,0
29.399999999999686,25.0,0,20.599999999999962,25.0,0
29.199999999999687,25.0,0,20.79999999999996,25.0,0
28.999999999999687,25.0,0,20.99999999999996,25.0,0
28.802245784412477,25.02988762649472,0,21.198180266240872,24.97308193779853,0
28.61178662390665,25.090922929225307,0,21.39045820256722,24.91804381281156,0
28.44412151390197,25.199956918820835,0,21.5630087015134,24.81691851768999,0
28.310131031823325,25.34843772806005,0,21.70278793804155,24.673873891661582,0
28.192246941820905,25.510003013082237,0,21.824646242803784,24.515284631115748,0
28.07318970995058,25.670705768314917,0,21.946500455829995,24.356692226607326,0
27.94757238436101,25.82633445304792,0,22.07432660896099,24.202872609601787,0
27.81453501621806,25.97566984295131,0,22.209196268696658,24.05518992651814,0
27.674233622739877,26.118202362006013,0,22.351053949488854,23.914206245192037,0
27.52701942760997,26.253583234924804,0,22.499612853688905,23.78030235434909,0
27.373281297542665,26.38150738183776,0,22.65452908600149,23.653807449447456,0
27.213419676411274,26.50169166570734,0,22.81543366272077,23.53502311886977,0
27.04784397213613,26.613873153278995,0,22.98193882616257,23.42422586914208,0
26.87697307895072,26.71781129768239,0,23.153640289507774,23.321665606441975,0
26.701244345122046,26.813306910707126,0,23.330126989033356,23.227578174281426,0
26.521203653360125,26.900400821572862,0,23.51106289842021,23.142359651093376,0
26.337338596790776,26.979100510090355,0,23.696045454746834,23.066323778935118,0
26.150089276737567,27.04936922389395,0,23.884620068963414,22.999693343899256,0
25.959863691428247,27.111128649844378,0,24.0762975562681,22.942599203564516,0
25.767048923849533,27.16425553007997,0,24.270568158611518,22.8950709691651,0
25.57201850635578,27.208562823522605,0,24.466912514259434,22.857006628829236,0
25.375137316562547,27.24374516434299,0,24.664808907205707,22.828075371358217,0
25.17664655131064,27.268268950953384,0,24.863666965777863,22.806733568695083,0
24.977168746633613,27.282712130701434,0,25.06323267514714,22.79356057951505,0
24.777227230162104,27.287548450694295,0,25.263178122607634,22.788889601049767,0
24.577275482559443,27.283155430020273,0,25.463138173074757,22.792886877270536,0
24.377719793278953,27.269831508833626,0,25.662733296900484,22.80560641126331,0
24.178935236724538,27.247815603776942,0,25.861583061754235,22.827025351890875,0
23.981276186043466,27.217304955080827,0,26.059313770548314,22.857068101428677,0
23.78508286844144,27.17846963445243,0,26.255562351374948,22.895623185704707,0
23.59068528384443,27.131463474187544,0,26.44997786568264,22.94255513427362,0
23.398405491011715,27.076431835394853,0,26.642221553538516,22.997712767286398,0
23.208558957869112,27.01351686218708,0,26.831966036592824,23.060934845316574,0
23.02145542547147,26.942860877555027,0,27.018894090145203,23.132053779469995,0
22.837399554190988,26.86460848943056,0,27.20269724784827,23.21089792458161,0
22.65669149704154,26.778907858853696,0,27.383074400283537,23.29729284850278,0
