Agent0_x,Agent0_y,Agent0_z,Agent1_x,Agent1_y,Agent1_z,Agent2_x,Agent2_y,Agent2_z,Agent3_x,Agent3_y,Agent3_z
22.577964482092753,22.43889465383071,25.0,30.547482238918683,27.94305384923951,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
22.628503984693722,22.24538558769466,25.0,30.49535768549977,28.13614199214549,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
22.69012294214918,22.055114454618458,25.0,30.432149866548848,28.325891225670865,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
22.762626581941557,21.868719116112214,25.0,30.358062193139826,28.511662635335643,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
22.84577558602222,21.68682287337918,25.0,30.273342928403192,28.692832848622718,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
22.93928789117531,21.510030767263114,25.0,30.178283260040928,28.86879778675204,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.042840883813795,21.338926186039775,25.0,30.073214967351305,29.038976086988256,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.156073919930115,21.174067824007757,25.0,29.95850775600154,29.202812150369798,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.278591098529457,21.01598701888564,25.0,29.834566336737023,29.359778785648437,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.40996421770331,20.865185481895683,25.0,29.701827323682046,29.50937943542373,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.54973584600739,20.72213342171749,25.0,29.560756024386958,29.65114998425245,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.69742244736978,20.587268052634002,25.0,29.411843187933083,29.784660160416145,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
23.852517504741012,20.460992468378713,25.0,29.255601769882194,29.909514552751567,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.01449459551731,20.343674856471345,25.0,29.092563764296013,30.02535327138433,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.18281037990526,20.235648023110976,25.0,28.9232771440367,30.131852286408783,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.356907471429416,20.137209195797617,25.0,28.748302941585628,30.228723481697223,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.536217166392404,20.04862006953327,25.0,28.56821249407451,30.3157144623518,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.72016201605493,19.97010706244125,25.0,28.383584868393427,30.39260815413056,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
24.908158231471745,19.901861747664675,25.0,28.195004475307076,30.45922223179735,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
25.099617916232106,19.844041430202186,25.0,28.003058875568687,30.51540841106832,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
25.293951126799147,19.79676983967779,25.0,27.808336776093846,30.561051635933676,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
25.49056776375405,19.760137912721333,25.0,27.61142621031165,30.596069189865034,25.0,24.943323061545577,-4.509326586510996,25.0,25.002574741617174,54.52021775399084,25.0
