Agent0_R,Agent0_M,Agent0_P,Agent1_R,Agent1_M,Agent1_P,Agent2_R,Agent2_M,Agent2_P,Agent3_R,Agent3_M,Agent3_P,Agent4_R,Agent4_M,Agent4_P,Agent5_R,Agent5_M,Agent5_P,Agent6_R,Agent6_M,Agent6_P,Agent7_R,Agent7_M,Agent7_P,Agent8_R,Agent8_M,Agent8_P,Agent9_R,Agent9_M,Agent9_P,Agent10_R,Agent10_M,Agent10_P,Agent11_R,Agent11_M,Agent11_P,Agent12_R,Agent12_M,Agent12_P,Agent13_R,Agent13_M,Agent13_P,Agent14_R,Agent14_M,Agent14_P,Agent15_R,Agent15_M,Agent15_P,Agent16_R,Agent16_M,Agent16_P,Agent17_R,Agent17_M,Agent17_P,Agent18_R,Agent18_M,Agent18_P,Agent19_R,Agent19_M,Agent19_P,Agent20_R,Agent20_M,Agent20_P,Agent21_R,Agent21_M,Agent21_P,Agent22_R,Agent22_M,Agent22_P,Agent23_R,Agent23_M,Agent23_P,Agent24_R,Agent24_M,Agent24_P,Agent25_R,Agent25_M,Agent25_P,Agent26_R,Agent26_M,Agent26_P,Agent27_R,Agent27_M,Agent27_P,Agent28_R,Agent28_M,Agent28_P,Agent29_R,Agent29_M,Agent29_P,Agent30_R,Agent30_M,Agent30_P,Agent31_R,Agent31_M,Agent31_P
1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5,1.0,1.7320508075688772,0.5
