Agent0_x,Agent0_y,Agent0_z,Agent1_x,Agent1_y,Agent1_z,Agent2_x,Agent2_y,Agent2_z,Agent3_x,Agent3_y,Agent3_z,Agent4_x,Agent4_y,Agent4_z,Agent5_x,Agent5_y,Agent5_z,Agent6_x,Agent6_y,Agent6_z,Agent7_x,Agent7_y,Agent7_z,Agent8_x,Agent8_y,Agent8_z,Agent9_x,Agent9_y,Agent9_z,Agent10_x,Agent10_y,Agent10_z,Agent11_x,Agent11_y,Agent11_z,Agent12_x,Agent12_y,Agent12_z,Agent13_x,Agent13_y,Agent13_z,Agent14_x,Agent14_y,Agent14_z,Agent15_x,Agent15_y,Agent15_z,Agent16_x,Agent16_y,Agent16_z,Agent17_x,Agent17_y,Agent17_z,Agent18_x,Agent18_y,Agent18_z,Agent19_x,Agent19_y,Agent19_z
44.8,25.0,25.0,43.83091902264404,31.11853648862396,25.0,41.01853648862396,36.63814799539097,25.0,36.63814799539097,41.01853648862396,25.0,31.11853648862396,43.83091902264404,25.0,25.0,44.8,25.0,18.881463511376044,43.83091902264404,25.0,13.361852004609034,41.01853648862396,25.0,8.981463511376043,36.63814799539097,25.0,6.169080977355962,31.11853648862396,25.0,5.2,25.000000000000004,25.0,6.1690809773559545,18.88146351137605,25.0,8.98146351137604,13.361852004609034,25.0,13.361852004609029,8.981463511376043,25.0,18.881463511376037,6.169080977355962,25.0,24.999999999999996,5.2,25.0,31.118536488623956,6.169080977355958,25.0,36.638147995390966,8.981463511376036,25.0,41.01853648862396,13.361852004609027,25.0,43.83091902264404,18.881463511376037,25.0
44.599999999999994,25.0,25.0,43.640707719385006,31.05673308974897,25.0,40.85673308974897,36.52059094493248,25.0,36.52059094493248,40.85673308974897,25.0,31.05673308974897,43.640707719385006,25.0,25.0,44.599999999999994,25.0,18.943266910251033,43.640707719385006,25.0,13.479409055067528,40.85673308974897,25.0,9.143266910251032,36.52059094493248,25.0,6.3592922806149925,31.05673308974897,25.0,5.4,25.000000000000004,25.0,6.359292280614985,18.94326691025104,25.0,9.143266910251029,13.479409055067528,25.0,13.479409055067523,9.143266910251032,25.0,18.943266910251026,6.3592922806149925,25.0,24.999999999999996,5.4,25.0,31.056733089748967,6.359292280614989,25.0,36.52059094493247,9.143266910251025,25.0,40.85673308974897,13.47940905506752,25.0,43.640707719385006,18.943266910251026,25.0
44.39999999999999,25.0,25.0,43.45049641612597,30.99492969087398,25.0,40.694929690873984,36.403033894473985,25.0,36.403033894473985,40.694929690873984,25.0,30.99492969087398,43.45049641612597,25.0,25.0,44.39999999999999,25.0,19.005070309126022,43.45049641612597,25.0,13.596966105526022,40.694929690873984,25.0,9.305070309126021,36.403033894473985,25.0,6.549503583874023,30.99492969087398,25.0,5.6000000000000005,25.000000000000004,25.0,6.549503583874016,19.00507030912603,25.0,9.305070309126018,13.596966105526022,25.0,13.596966105526016,9.305070309126021,25.0,19.005070309126015,6.549503583874023,25.0,24.999999999999996,5.6000000000000005,25.0,30.994929690873978,6.54950358387402,25.0,36.40303389447398,9.305070309126014,25.0,40.694929690873984,13.596966105526015,25.0,43.45049641612597,19.005070309126015,25.0
44.19999999999999,25.0,25.0,43.26028511286694,30.93312629199899,25.0,40.533126291999,36.28547684401549,25.0,36.28547684401549,40.533126291999,25.0,30.93312629199899,43.26028511286694,25.0,25.0,44.19999999999999,25.0,19.066873708001012,43.26028511286694,25.0,13.714523155984516,40.533126291999,25.0,9.46687370800101,36.28547684401549,25.0,6.739714887133054,30.93312629199899,25.0,5.800000000000001,25.000000000000004,25.0,6.739714887133047,19.06687370800102,25.0,9.466873708001007,13.714523155984516,25.0,13.71452315598451,9.46687370800101,25.0,19.066873708001005,6.739714887133054,25.0,24.999999999999996,5.800000000000001,25.0,30.933126291998988,6.739714887133051,25.0,36.285476844015484,9.466873708001003,25.0,40.533126291999,13.714523155984509,25.0,43.26028511286694,19.066873708001005,25.0
43.999999999999986,25.0,25.0,43.070073809607905,30.871322893124002,25.0,40.37132289312401,36.167919793557,25.0,36.167919793557,40.37132289312401,25.0,30.871322893124002,43.070073809607905,25.0,25.0,43.999999999999986,25.0,19.128677106876,43.070073809607905,25.0,13.83208020644301,40.37132289312401,25.0,9.628677106876,36.167919793557,25.0,6.929926190392085,30.871322893124002,25.0,6.000000000000001,25.000000000000004,25.0,6.929926190392078,19.128677106876008,25.0,9.628677106875996,13.83208020644301,25.0,13.832080206443004,9.628677106876,25.0,19.128677106875994,6.929926190392085,25.0,24.999999999999996,6.000000000000001,25.0,30.871322893124,6.929926190392082,25.0,36.16791979355699,9.628677106875992,25.0,40.37132289312401,13.832080206443003,25.0,43.070073809607905,19.128677106875994,25.0
43.79999999999998,25.0,25.0,42.87986250634887,30.809519494249013,25.0,40.20951949424902,36.0503627430985,25.0,36.0503627430985,40.20951949424902,25.0,30.809519494249013,42.87986250634887,25.0,25.0,43.79999999999998,25.0,19.19048050575099,42.87986250634887,25.0,13.949637256901504,40.20951949424902,25.0,9.790480505750988,36.0503627430985,25.0,7.120137493651116,30.809519494249013,25.0,6.200000000000001,25.000000000000004,25.0,7.120137493651109,19.190480505750998,25.0,9.790480505750985,13.949637256901504,25.0,13.949637256901498,9.790480505750988,25.0,19.190480505750983,7.120137493651116,25.0,24.999999999999996,6.200000000000001,25.0,30.80951949424901,7.120137493651113,25.0,36.050362743098496,9.790480505750981,25.0,40.20951949424902,13.949637256901497,25.0,42.87986250634887,19.190480505750983,25.0
43.59999999999998,25.0,25.0,42.68965120308984,30.747716095374024,25.0,40.047716095374035,35.93280569264001,25.0,35.93280569264001,40.047716095374035,25.0,30.747716095374024,42.68965120308984,25.0,25.0,43.59999999999998,25.0,19.25228390462598,42.68965120308984,25.0,14.067194307359998,40.047716095374035,25.0,9.952283904625977,35.93280569264001,25.0,7.310348796910147,30.747716095374024,25.0,6.400000000000001,25.000000000000004,25.0,7.31034879691014,19.252283904625987,25.0,9.952283904625974,14.067194307359998,25.0,14.067194307359992,9.952283904625977,25.0,19.252283904625973,7.310348796910147,25.0,24.999999999999996,6.400000000000001,25.0,30.74771609537402,7.3103487969101435,25.0,35.93280569264,9.95228390462597,25.0,40.047716095374035,14.06719430735999,25.0,42.68965120308984,19.252283904625973,25.0
43.39999999999998,25.0,25.0,42.499439899830804,30.685912696499035,25.0,39.88591269649905,35.815248642181515,25.0,35.815248642181515,39.88591269649905,25.0,30.685912696499035,42.499439899830804,25.0,25.0,43.39999999999998,25.0,19.31408730350097,42.499439899830804,25.0,14.184751357818492,39.88591269649905,25.0,10.114087303500966,35.815248642181515,25.0,7.500560100169178,30.685912696499035,25.0,6.600000000000001,25.000000000000004,25.0,7.500560100169171,19.314087303500976,25.0,10.114087303500963,14.184751357818492,25.0,14.184751357818486,10.114087303500966,25.0,19.314087303500962,7.500560100169178,25.0,24.999999999999996,6.600000000000001,25.0,30.68591269649903,7.500560100169174,25.0,35.81524864218151,10.114087303500959,25.0,39.88591269649905,14.184751357818485,25.0,42.499439899830804,19.314087303500962,25.0
43.199999999999974,25.0,25.0,42.30922859657177,30.624109297624045,25.0,39.72410929762406,35.69769159172302,25.0,35.69769159172302,39.72410929762406,25.0,30.624109297624045,42.30922859657177,25.0,25.0,43.199999999999974,25.0,19.37589070237596,42.30922859657177,25.0,14.302308408276986,39.72410929762406,25.0,10.275890702375955,35.69769159172302,25.0,7.690771403428209,30.624109297624045,25.0,6.800000000000002,25.000000000000004,25.0,7.690771403428202,19.375890702375965,25.0,10.275890702375952,14.302308408276986,25.0,14.30230840827698,10.275890702375955,25.0,19.37589070237595,7.690771403428209,25.0,24.999999999999996,6.800000000000002,25.0,30.62410929762404,7.690771403428205,25.0,35.697691591723014,10.275890702375948,25.0,39.72410929762406,14.302308408276978,25.0,42.30922859657177,19.37589070237595,25.0
42.99999999999997,25.0,25.0,42.11901729331274,30.562305898749056,25.0,39.562305898749074,35.58013454126453,25.0,35.58013454126453,39.562305898749074,25.0,30.562305898749056,42.11901729331274,25.0,25.0,42.99999999999997,25.0,19.437694101250948,42.11901729331274,25.0,14.41986545873548,39.562305898749074,25.0,10.437694101250944,35.58013454126453,25.0,7.88098270668724,30.562305898749056,25.0,7.000000000000002,25.000000000000004,25.0,7.880982706687233,19.437694101250955,25.0,10.43769410125094,14.41986545873548,25.0,14.419865458735474,10.437694101250944,25.0,19.43769410125094,7.88098270668724,25.0,24.999999999999996,7.000000000000002,25.0,30.562305898749052,7.880982706687236,25.0,35.58013454126452,10.437694101250937,25.0,39.562305898749074,14.419865458735472,25.0,42.11901729331274,19.43769410125094,25.0
